	Cycle	A1	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C2	C4	C5	C6	C7	C8	C9	C10	C11	C12	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	F1	F2	F3	F4	F5	F6	F7	F8	F9	G4	G5	G6	G7	G8	G9	H1	H2	H3	H4	H5	H6	H7	H8	H9
	11	-28.6746359636954	-13.3575740174501	-20.8663295784945	-30.7486649198272	-15.7630747759376	-24.7382842980378	-23.7223448681107	24.5006575092902	21.7771761440504	19.7322988991295	-21.7265448089493	-20.0965821524496	-24.7434747519756	-29.615263209329	-23.8513141954973	-23.5131146707736	-27.7951053578663	-22.4460339857287	-12.2551955714448	16.2167948066121	15.7557597992645	-13.7968839352616	-26.8274153746343	-26.0758079974039	-17.2563365675478	-25.3202163485557	-19.4963856278182	-16.1807438088117	22.7516066905746	-9.04964694744695	22.7665025498854	30.6836530751571	-26.0867283630105	-21.44204008215	-26.4173105104937	-11.9213089458899	-22.5895413431545	-23.7040689722444	29.1915080696235	36.1887726499917	18.9075260619284	30.3861814746533	29.5309760602004	28.9521259055628	24.0936921258972	27.3617581269618	25.2028100310263	19.7736509474498	31.3988727977639	31.2580724921872	30.6914555696767	30.8116956024578	29.3635819086958	-25.5390328368521	-17.7064430007795	-17.8402137790263	-27.4242749562354	-26.5266245177372	-23.4917829853266	-31.1734100124704	-15.3878404568331	-24.0925218735119	-14.2585556703098	-20.8700207955044	-19.1417748519352	21.8214388216948	32.9804914868992	37.2795450694739	-25.5479712939277	-28.0981129610282	-27.9724942886123	32.3838664137475	-29.6386689577012	37.7690398065934
	12	-31.7543600101726	-20.1983193460756	-23.6600033599807	-43.3510019176656	-25.3695956862766	-28.1905986135744	-27.9612948770764	12.4765207755363	13.7027214606273	16.7827294640829	-29.1380302066782	-28.2501722812767	-22.3608953505836	-33.2639276528453	-32.364184438622	-28.2650727798391	-32.5494561489868	-28.7331957286624	-14.5614767258448	13.2493804496494	11.8701587506102	-27.2497182810484	-35.9944397865729	-35.1021078400463	-30.039526751164	-33.4835006629964	-32.0056950528488	-27.6294676667894	18.8427438667632	-17.2971663191429	12.3225738459628	24.467783971234	-32.1537835714798	-33.0903934285743	-37.6454483529624	-22.9483789734968	-27.5550655977149	-26.5498632124891	20.483488838172	16.4232142825358	16.3241325082813	18.562140195434	22.1453977858373	20.689865494789	13.8410898846823	18.6200415837002	22.0936270474185	14.7018816619393	21.1062673262331	23.2177592871176	23.4347272752748	24.9815405943782	26.9334180930282	-26.3515184778662	-33.0441714960198	-23.6672617437789	-35.3497363216702	-30.6480226253361	-33.7219532838453	-30.0970920357222	-25.9049205489737	-24.2693376537363	-21.4575714082303	-30.3075785440305	-37.4487658903636	17.7594430371428	25.5418842655645	18.6339421283183	-28.364188309044	-23.2264065245581	-31.3402918697839	25.4371701243281	-33.2385422615762	25.4729446719875
	13	-41.9986984401703	-26.5151458452674	-33.2104738886674	-42.2694961925445	-31.8223593970879	-34.8356957397691	-35.4081501210139	8.69459311265837	8.3368880997682	10.1915826903701	-34.2616391518504	-29.8308738553578	-26.0785067891147	-38.2419019755107	-39.3384699629059	-31.0447740663694	-35.7261966101341	-32.9295603552519	-9.20410349438635	7.95408838871936	5.29130271377517	-25.2571913814481	-41.0193833970916	-36.9115965442797	-27.5339459540564	-32.0913640920026	-31.2399550315167	-33.5843611177961	14.932905402673	-13.9245660665019	8.89910867444451	14.6761932474283	-41.9687609089488	-40.8878945966426	-38.2244725580485	-25.7610456781576	-34.4113807115746	-29.0795500025715	11.6705882768056	14.1152752344115	7.52371519138887	12.6407225997837	14.9842167754787	16.7004216827236	13.3678179727676	16.3199899777555	14.7257742491356	7.89444832137633	10.406332038523	15.9277134560416	13.3247389870539	16.5893542155463	16.9049677901467	-36.3667310437177	-29.6232643608482	-27.6805944312164	-34.8622515675324	-32.3776385907431	-35.4328326724581	-28.2978246127714	-35.9868650770031	-33.3732619801858	-27.8390005929559	-31.4775605744444	-36.0512380485907	8.16361559420784	19.2472152705077	20.4148318732905	-13.0120320621054	-19.0781373544296	-29.5171953503877	13.7600819456884	-33.3675752754843	14.9895891744172
	14	-49.1136706775978	-27.0732556019348	-39.381814313545	-37.5995855239225	-37.3677776491022	-35.1849861502496	-28.9989621328741	10.3155174008029	5.35088528769347	14.669806603908	-39.3979314206399	-35.4599947641454	-30.1107622173877	-31.993183616054	-35.1924075953984	-37.4650770512862	-43.2138036408442	-37.3239799583307	-22.8290314271358	0.661904588228481	2.19523856031492	-30.6527004890931	-42.0490800680709	-46.9359763915982	-35.4540571706066	-44.2908722376715	-38.5442235719456	-33.1219806384424	3.6750321827476	-15.2706500197428	4.71318062545424	12.2209295961193	-35.3627367227518	-47.2521801959238	-42.1421377953948	-31.5303902461346	-38.3910204649374	-40.3651204700418	7.13099213428814	6.32667692307132	14.9577081949406	9.3745100214619	8.72940558363734	2.52236644462209	8.35977004742563	2.30737683110692	6.95010381453449	11.0131791719923	9.47548285719131	1.57842239149977	12.9165176260094	10.0499087251619	9.00731585502035	-33.6049585252676	-28.8843923506565	-36.437977971771	-40.9349720445207	-38.8654521933013	-30.4127697812428	-28.4317884012244	-38.4983288657486	-44.3045605478464	-28.8329441610413	-28.8079102897027	-33.9839331557805	11.6613685058765	12.0051995652448	8.12991572635565	-15.5911684896	-17.8211781489717	-33.2147593456157	13.6111592951584	-35.6127720529739	19.5715830338477
	15	-52.6952906576817	-38.2541020885728	-38.0484814490555	-34.4018714394615	-38.0885911189662	-33.273182251879	-38.3390016947515	2.45757030613322	7.62187368441892	4.81807551388783	-43.0380335830632	-38.9349125966601	-33.6561408935813	-32.1212373089611	-42.3130259658446	-40.1808369474556	-38.9112566596677	-39.3665709748157	-18.1167330269477	7.57827817574662	4.4623395375902	-37.4428602799981	-51.3882820884564	-45.1043373342582	-36.7748756135952	-39.6122421080972	-43.0356677833333	-35.1074030788341	7.77073430188238	-25.7009421587595	10.0178288678444	2.71815125056582	-38.4209017194407	-46.5323171538321	-46.1812873185581	-36.7104457601972	-46.1956316446185	-44.3416431894148	7.82093003889804	6.35746253526213	0.0572781039704751	3.50487798224822	3.13171915245766	5.09171240400065	1.87803560739576	8.22272549555873	3.89317185514574	10.5811094247529	0.378097592917584	5.53952757893876	4.65978815684957	4.96810064939291	6.22107512586263	-34.9052300458634	-40.1873184561828	-32.709087762224	-39.9615930596574	-41.6467806794826	-38.1838113011472	-37.2942551928318	-38.9340628728187	-34.8868839052147	-31.1800462104984	-35.1175067615977	-41.1041882047175	3.2602294945309	1.80555330955212	-5.64039627503826	-18.3420014104568	-20.8770193016371	-32.3243401179843	7.05817079435019	-35.492983422444	13.8586350794894
	16	-55.2078232878621	-40.9133240940218	-42.5501122459191	-30.9906263494622	-40.267691461805	-41.5081840777739	-40.3823662380664	2.51559501798556	6.01689413384884	-0.0491271759146912	-46.3324100714763	-41.9205163005872	-25.6588156019652	-32.114692019637	-44.2769390911344	-37.1740904028129	-41.5865780662662	-35.9101091764433	-21.5397701278753	-2.11947701180816	-0.0780582152597162	-35.842107680669	-53.4151301475658	-49.3432487643331	-40.3008285243641	-44.1077075295498	-47.3282435122201	-37.7735720963474	-2.53939924476072	-17.2786273504457	0.824110298588948	0.474554634482956	-37.8482693140659	-49.8721686379658	-41.9737865598854	-44.5408373892542	-44.2575787408778	-40.0468037717883	-0.937053375838332	0.225757727870587	-1.73522791435516	-4.46456414650493	0.164752294264872	-1.01301744279044	0.512503593450674	-0.950757022234939	-0.69811882445174	-5.15108144830356	-2.81294529970364	1.47139771132424	2.92609811419879	-4.92078232792664	-0.793688104836292	-34.3626207243797	-36.6464918849879	-33.1057817104638	-42.1810748877942	-41.0075986290858	-38.1976206111131	-38.8186329925611	-37.6040540730446	-41.9235210300803	-35.2868811855824	-40.9653155101796	-40.1126168590563	2.21000054560864	2.17738768330946	-8.18162703253711	-9.67984265129144	-9.02268962325525	-26.6080212540874	5.68815969988918	-32.6751629582495	-1.09123401486795
	17	-55.8562530417703	-43.101730567817	-42.8061472178806	-36.4561571499407	-42.1456797357205	-39.2925172773848	-43.7271441227094	-5.97184797927912	0.336415189593026	-2.52624381104215	-48.5905651315961	-45.7608026235985	-33.8453502151042	-33.7135377586055	-38.7371751857609	-37.1415101733019	-44.5925836932456	-42.197761448585	-21.5593949087615	0.828415930434403	2.78021052824579	-39.6873262536974	-61.1743082467856	-54.4523552463324	-39.0713861345321	-45.0810125122462	-46.5210399045782	-32.7105604316312	-2.43911276258359	-26.9588770061309	-0.18074307282086	-4.82128773066052	-41.0362121679309	-56.3676803110584	-49.2432669028922	-46.3022530461185	-41.6370129953111	-49.3074361214285	-0.890653066389859	-3.68711103264013	2.13621494705649	-3.34088404511749	-5.47101725013363	-4.46390943349161	0.802669473537208	-2.72493981479784	-2.29457276370249	-2.01917961155323	-5.17896266924981	-3.60980035747889	-2.47740358620831	-0.655499696111292	-3.14482653347204	-37.740066542895	-30.0440217049527	-32.8599577073628	-46.3083711564495	-46.5627027847095	-36.9903611924865	-33.3387625698433	-41.4043407551908	-42.1935120323296	-38.633583294205	-44.4617138593012	-43.7625661824886	1.0802904787206	-8.53547151552357	-7.64955760132671	-12.338008155858	-20.0714853166146	-34.1442453696491	0.609812802390479	-32.0290516779651	4.0419967804919
	18	-52.5347275256308	-38.5991560993234	-39.8161734360865	-31.9964494991718	-41.3030261728436	-41.8906065462697	-38.4901383996457	-0.829141814647301	-0.416591268908178	-3.43842463603141	-48.3510305294594	-43.2145531688411	-33.2637682294117	-28.9902176908508	-40.2449325767002	-40.0528836041603	-38.3192392250548	-43.7276502635514	-20.8423418768557	-1.16743873588484	-1.30166684863752	-42.8876152336479	-58.5506931638629	-48.2961863520623	-47.0299706425094	-41.743396075376	-43.0073525932376	-39.7961400121831	-1.65716995376488	-18.2232024391042	-9.71728847071608	-4.0188623998929	-45.526613873737	-51.4676824544222	-45.8553514942305	-44.2640302877589	-45.0107519861413	-39.3625440983033	-2.40809839734993	-2.34115918858242	-2.27510624747902	-1.65125211022587	-7.91494303500349	-1.59162364550411	-2.68189648962743	-4.60544096025296	-3.15679913537315	-4.17373841536028	-3.99504806825553	-5.02544551920164	-6.39594530080649	-6.98466099422149	-1.97337882704414	-33.6245561279493	-33.1837654191504	-38.4113560455808	-38.5918499958198	-45.1638966580795	-38.7680419468807	-37.2191212085563	-46.8480333969501	-47.1314021732969	-41.0079993320132	-43.1349694829532	-42.8254927849466	1.89456373625217	-8.62552925779801	-7.10429791073329	-13.3546385591453	-13.6748323185639	-21.6856553596172	-0.737156669541946	-26.887151572636	-4.85055942179224
	19	-59.3881512367007	-39.3172305333055	-44.3722858358378	-33.1637448898155	-40.7491592796023	-39.7290313508283	-44.2544490738746	-6.7677564305568	-7.39954607889422	-6.54652581301843	-49.5983689565637	-45.848463315293	-30.7513920317988	-33.6662134322123	-35.8627465261643	-38.4567952665084	-40.9973915668443	-37.7504727129972	-24.5961585968275	-2.08569736918162	-2.80809593085132	-40.0418589044357	-59.4896265431671	-43.0337033339019	-36.3621167527053	-51.2871537515239	-44.0684402328598	-37.8902144083386	-10.8906594739469	-22.449152395172	-3.37479920895748	-9.2756479200234	-43.6021770593097	-42.8334215887444	-48.6442116087501	-37.7959123048349	-44.7980334285139	-42.4590339569359	-6.99002703315273	-11.8145670260246	-7.98719673674623	-9.17751489732836	-1.84006425716416	-7.1347204680942	-2.32780334422932	-4.04098518336377	-1.50821340231778	-3.87065718611029	-12.2499619652381	-14.011567490239	-11.8135541321981	-9.88444264605187	-6.046970430074	-35.9238782502453	-32.8277867783027	-33.1311937363143	-41.7068845265048	-45.2768420679477	-35.2089674852205	-43.0585612603854	-38.291773607235	-38.0151916667201	-42.0804198193655	-49.5626100380559	-50.4994159928556	-6.80804245744457	-12.6083885372527	-13.9870722429059	-9.13793154458199	-7.93722279980466	-18.1810030866191	-7.44672963467565	-24.8092468979703	-5.7901799920819
	20	-56.1062123542679	-38.3894389577945	-34.7309368763736	-25.7191134144805	-38.407012718535	-35.4518348936281	-41.4482996735651	-2.92505551332079	-8.76915612895255	-7.51091048984063	-53.6175511426418	-47.0876894482744	-29.6561689549108	-30.4546627014861	-39.4983885834017	-38.0027353493078	-39.2837338631953	-34.9544225737372	-18.7921866642737	-3.72526468176102	-6.32490395773675	-40.6518512271587	-51.6327042548583	-37.8356554450347	-44.7027260919103	-39.9830005305639	-36.1771117308881	-39.8215654059932	-2.1157120877665	-20.6002581185103	-6.85143583160425	-9.82450937396152	-35.9985607410717	-35.8553388017144	-43.6235479660672	-35.1006013582282	-42.0325831636355	-43.7140450458455	-10.6627653686091	-15.6469425707992	-12.2260066442291	-12.6012917187927	-11.7349863667341	-14.6998834652541	-6.20459480785848	-5.52540027834675	-12.8581388386656	-5.53646514292541	-4.66444780949496	-10.4837138105077	-11.6432198090579	-12.5452286852505	-15.4319830873637	-39.024238513799	-34.0460476993921	-34.4229766159069	-46.9898214611567	-36.2797812461758	-36.6169087795633	-33.0697702934285	-40.1978508969223	-41.71601787078	-42.3509247274469	-44.1855576813477	-41.2665214681074	-8.43874142991808	-12.4755383456113	-15.5697011769289	-10.691180226504	-13.489741948054	-18.6306585683487	-5.23021214911932	-22.7425998433382	-11.1733740101035
	21	-55.9663223595426	-39.6709843505223	-33.0147123121442	-23.3361026904049	-39.8386419990002	-38.2055886954777	-40.8495359613289	-10.7422292295273	-7.47039055166033	-10.8421980083281	-56.3625473801576	-51.6255547023047	-29.6536627711248	-28.7016938950337	-42.0169227454599	-41.8590533193601	-42.7492615408237	-36.7580276063773	-15.2751150865679	-5.28702469771133	-7.02820989490601	-37.3705030783312	-33.3115542549785	-39.5397733242444	-40.5409955858922	-43.7037045897505	-45.6375421073162	-38.137682075625	-7.8517035679447	-22.0912237564107	-3.51737294396753	-17.6311574062765	-28.3944566027931	-33.5432547122364	-37.5506564937323	-31.3930638253778	-36.9934036850309	-45.0597906624871	-11.1412580719107	-9.62096289562396	-9.10385603454461	-12.1727536720337	-11.7852122175173	-10.3149189042424	-10.1887066806321	-6.07710345386113	-11.1296089607058	-11.8711987175429	-9.93543084914745	-6.23291082917876	-12.3670596221027	-14.1552503549228	-16.5991793244802	-34.0667873308139	-27.4577244953471	-29.1813856788449	-41.4943745774708	-35.3137017686586	-32.096860928832	-28.7338379681059	-37.8706258659231	-39.0551829128144	-45.6703048952977	-47.8790311774665	-42.078329419187	-9.91041106884222	-16.4174489611469	-15.1039737564279	-5.38372784388139	-7.97362435323612	-10.747372100097	-9.55926398125666	-18.3758812927363	-20.7879190686435
