	Cycle	A1	A2	A4	A5	A6	A7	A8	A9	B1	B2	B3	B4	B5	B6	B7	B8	B9	C1	C4	C5	C6	D3	D4	D5	D6	E1	E4	E5	E6	F1	F2	F3	F4	F5	F6	G1	G2	G3	G4	G5	G6	H1	H2	H3	H4	H5	H6
	35	14886.9954769562	15473.6392129842	1221.1687991581	1318.21100278853	1191.49048085425	-6.75440075042116	-7.28283629269481	-10.5020544304089	13252.7030483195	13938.5171425825	13873.3793394804	4127.36540222807	4690.18455639683	4298.8200430203	-1.80880091472773	-10.5624730271647	-9.88444431928019	7251.12397746078	3697.72636034561	3560.49888842518	3148.15226248966	2681.03280096615	2144.60897936689	2135.01679021461	1697.4832528621	382.234717953026	1153.97686894865	876.831619568219	316.335279546779	-9.34597900877634	-8.06274884078084	-7.42049444583972	210.026287782573	138.639577636013	455.228766777097	-8.89169997959652	-9.82827412656388	-12.4159023804286	69.5326984895182	-8.37076198847171	13.4736222804131	-12.3076730794483	-9.97025552577998	-19.7915889009055	-2.76065792830377	4.3898347920549	-19.1577736103409
	36	15371.5933747941	15978.7301809582	2072.14848982627	2213.81721002423	2029.57345633099	-4.62793271822557	-2.49215729345269	-4.67546651751491	14200.3507237406	14948.8616051114	14873.6974743449	5775.01222606455	6493.35075119562	6091.18300680581	-6.5941281655214	-1.86109516147098	-5.87304207011584	9007.64039942426	5297.90883416853	5099.06873485358	4633.04388017072	4166.14204486542	3448.00421576224	3405.5754906683	2792.75454622236	836.235724478822	1980.77786565021	1559.45672749376	678.502590913189	-7.0248915756365	-2.43060460905053	-4.30648348247269	413.753679926425	282.123940730952	954.386422031343	-4.58615032243233	-6.54258088788902	-7.40478376651208	154.83009729636	-1.83346156117477	26.1200855209836	-13.2935674230412	-8.28664315851438	-23.8718017397005	3.52188904796549	6.55900032423324	-19.789714193882
	37	15807.7328548465	16432.7179515992	3257.90266992691	3430.51501990606	3202.77338975238	-8.76988202100165	-1.89327989255798	-4.38270610769814	14971.7878844782	15766.5597376193	15679.5481005119	7509.47037379454	8379.44113046167	8010.22311503804	-3.45068083910883	-4.60917876726307	-9.85246344927145	10620.5027813596	7044.1655476175	6776.6933282628	6307.18229527423	5974.7705470374	5103.60869784666	5018.35016519087	4254.12579026807	1504.27947598672	3168.95138828757	2581.27721227097	1226.13393815477	-5.91388499337427	-3.9355229352841	-6.87097552920113	890.748764369925	555.182436386816	1675.57859445558	-2.68784075929216	-6.37339434461865	-11.0538018373018	301.334045448431	-3.37871593331056	48.1655281769845	-7.39222319220607	-3.35590393050734	-11.558626572737	7.24048526208753	9.82045076011309	-16.0414789207916
	38	16203.4556148533	16831.0463002035	4723.59132967105	4903.82886587849	4652.19954895742	-3.91127634722397	2.52755788432569	0.968249076641769	15614.5174100354	16447.7985130332	16353.568451245	9186.25097029362	10178.8277635007	9878.81880963684	-1.36308885561448	-0.813161739653879	-3.08177850574884	12028.8965446479	8791.28992710614	8447.56710463654	8030.06883928831	7949.35412080557	6975.20747510357	6835.8369724641	5986.88468623415	2516.17859515898	4687.41707441126	3940.725964469	2083.24913026517	3.59531851437168	3.73231470850169	1.53741273007472	1586.23902062302	1157.00403493828	2748.69778256095	1.89009685109068	-1.32994926849642	-3.81019841584657	654.244920063031	1.96022449040629	94.5410341166908	-0.665092315123729	-0.255076832144368	1.88229915704778	7.02569321139072	14.9588659150268	7.31505458397805
	39	16554.2519624525	17205.8017020359	6353.26681520325	6494.15374980964	6245.8945255065	5.97209122218374	1.99518022491975	2.509828824941	16170.4812041888	17035.8003971856	16940.3527547183	10699.3647458459	11793.78132739	11585.3532093934	5.52681595395006	-1.5226456733817	6.24214282047433	13202.2480343727	10400.5772700319	9988.89258717188	9658.10088715768	9905.37761317937	8885.85063328422	8689.86891317189	7825.72363019172	3876.94018176238	6422.1331648138	5547.51150867497	3293.57345998562	-1.15483420802593	5.55335414408819	-1.08025167674441	2636.16137851504	2001.27249035258	4168.85237991268	3.71084193142269	5.93897117670076	6.64512667473446	1183.85825135023	7.35421116747693	182.367566667001	3.72595988416288	6.95036626862839	15.4042933577266	9.57449554732375	6.03456961509255	16.5566360430812
	40	16872.5775496172	17519.0937150596	8006.14855134056	8064.54273295919	7841.90530931115	2.43447961884794	-1.35000505638254	1.57864435035663	16665.5732996678	17562.2127111835	17459.3963820067	11997.6518592865	13162.214470934	13046.0432826798	4.63282995306054	4.14156400603861	6.11390336891236	14151.5051291286	11805.4206452171	11328.7548996344	11113.5291455585	11706.9534535232	10684.965341484	10434.2071871773	9609.64378051841	5501.08230724863	8212.09786585475	7250.48935787596	4797.84679055351	5.14832902089802	5.13799211092464	0.968847922884379	4052.29203381572	3213.29421781606	5837.31814662957	5.89925218472672	7.64559062498665	7.93710454786287	2026.65499763627	3.40240296302818	327.743548105218	5.76211130253068	12.471171850354	21.0117006620749	11.8076475486087	9.58426614103155	19.6326163371277
	41	17156.5387644669	17824.976895163	9558.13047981095	9507.56050919046	9321.95730467141	7.15183242064086	5.07197958861343	9.08723878533146	17110.5138733175	18039.9673971721	17922.1002031607	13064.7980992766	14283.7317672551	14244.4788248262	9.02509413460302	7.08633911497873	10.0347276071752	14923.2035267228	12965.1003054724	12436.6273230933	12336.0289784369	13279.1868790915	12271.8449676121	11980.8972300928	11224.0588115833	7245.02010006256	9917.0210924806	8925.26342194567	6473.52612741807	13.9771342453159	5.77606489171285	2.80790481352415	5755.59837168882	4760.61192968464	7598.87805908144	12.8328374762305	8.23674002116422	13.0025034883029	3226.35799149835	16.604926161358	680.677978662766	7.26038615766174	18.8082939251972	22.1650145875701	2.4468056789683	3.86835965023329	15.5308529766053
	42	17422.7973116807	18095.5035220085	10926.0630731994	10827.9607908883	10623.7643741786	19.2536624674349	14.2656880632394	13.2045022483553	17513.740621656	18463.4634751516	18331.41438658	13922.1732238882	15188.7772507665	15198.619244707	16.7799280458967	12.8801462461952	16.5441002538873	15565.9938264826	13907.5084531033	13334.2489413703	13372.8072287965	14594.3735639571	13608.4878221801	13284.5868253921	12608.8406424846	8959.94950569593	11432.6304290829	10449.5866004098	8163.3132227065	16.729257546277	15.5622542947895	6.32708654153612	7584.71482429933	6517.21098551195	9301.6559699806	17.7675265680791	14.3072238280774	17.4354229462606	4741.94859124582	15.6091717900954	1189.35556962332	18.8522572313705	46.7286312555243	23.4330694426681	10.2127863223886	4.06424001354844	21.6946928786892
	43	17659.9646511924	18363.2805288879	12055.5797179575	11954.5032734084	11705.448769422	16.0175237100875	15.6913837427073	16.9529763685214	17878.5223618342	18844.4876809802	18708.5932885625	14615.0853589009	15930.7723793984	15971.6391450904	17.1747628526091	19.8990324520018	10.1834707047001	16130.56371318	14670.0189892654	14068.3169212267	14202.4070646913	15670.9446595308	14691.1332082373	14341.1123690201	13744.2740180451	10531.7301500342	12713.4404774014	11763.4443382585	9729.7789091382	19.8786635756724	14.7263913016877	7.17907551972075	9381.71827736994	8321.68237725432	10830.0981052004	14.9338284889582	13.764992434938	19.5825495232975	6447.39234422535	22.9616196698917	1948.49310526906	23.5577604511018	76.4506817600277	26.2155103212681	11.1180919049393	2.56597373968725	24.020893618881
	44	17877.2808036013	18574.0046360719	12957.8401610465	12899.7165051101	12573.9567037895	22.9685329183576	16.6165759594196	23.5147092310981	18198.8154493986	19179.2197483848	19036.4757142202	15198.4435840934	16552.3672748943	16611.7608808865	18.0291242303892	19.4771980755368	28.7343522008723	16625.0458520546	15306.9939789415	14668.9237986954	14895.9577676193	16546.5158943328	15574.4163807729	15189.4903102215	14663.3675744742	11894.7502896762	13756.5710237494	12828.4428873454	11103.3329109006	29.7834028918523	17.4662499284686	9.75355740920077	11019.0910971485	10022.5699620176	12126.3055360835	21.0911433942902	23.2674655267883	27.1303328607319	8187.785489417	37.4777062929306	2957.25543891141	19.5346979212354	86.586265857999	33.9517647128141	15.8737618457071	8.07524376454239	30.6062519938878
	45	18079.4624481282	18772.8152014401	13710.7664803166	13675.6948209315	13305.3188329941	19.9173499305925	23.5122344985602	21.8220385815985	18488.7983110918	19498.2684654723	19338.2113636981	15730.3980530148	17109.3106224616	17192.6562938307	28.4947478424192	21.2653498224518	20.5357694885561	17082.8903154417	15874.093098596	15192.3042746849	15481.9019528805	17309.3989799187	16342.6893180749	15923.0947304814	15455.3125530842	13104.4029843159	14649.0913858477	13734.0130183526	12325.9845198399	27.8064992223044	29.4227256013528	14.0253701829179	12522.2619216406	11609.2196919171	13251.9859689557	28.8013346890793	22.7405295753379	29.6590636428373	9900.67897802352	57.5043487263811	4120.17494518204	32.5343055220146	103.756419709724	34.8553106004683	21.7226643967115	1.93737075178069	29.4240916743993
